Positive_Score,Neutral_Score,Negative_Score,Compound_Score,Sentiment_Label,Original_Comment_Text,Comment_ID
0.166,0.817,0.018,0.9932,Positive,"I think this review would have benefited a lot from a comparison to, say, a Beelink SER9. That's almost identical in form factor, but uses an AMD HX370 chip. It's cheaper, at around $1k for 32gb RAM and 1tb of SSD, but probably not as powerful as the M4. Geekbench measures for the Hx370 are all over the map, and it comes in a number of different TDP varieties, so you'd have to actually run the tests to get good numbers, but it looks like it might perform closer to an M2 in terms of CPU, but pretty close to an M4 in terms of GPU. But that's speculation. All I'm really saying is that this form factor is actually pretty common now in mini PCs (Minisforum makes similar machines too) and it would help convey your point that this is much more powerful if we had another reference point for comparing those numbers besides more macs. I know the folks who always buy macs mostly only care about macs, but there's more interest in the mac hardware this time around from those of us who don't usually use macs, both because Windows has been screwing around lately and because the Mac hardware has proven really good at AI stuff. Switching to Mac doesn't seem a whole lot more unreasonable than switching to Linux. (And I'd even regain access to Fusion 360.)

Anyway, thanks for your review. It's still all a little pricey for my tastes, but I really do like that computers are getting so small and powerful.",UgxaLUG2np2vO8QtzdJ4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Wait, what spec pc would be equivalent?",UgxtfQjh1jPcmiggNdN4AaABAg
0.0,1.0,0.0,0.0,Neutral,I literally have not switched off my MacBook since I bought it a year ago. Just a reboot from time to time. The power button is a non issue.,UgxZ0XQ6OLRC4awFM-Z4AaABAg
0.303,0.572,0.125,0.6486,Positive,The negative publicity which apple gets due to that power button is going to benefit them 😊.,UgxKKFQr7nhDnr-Vha94AaABAg
0.0,1.0,0.0,0.0,Neutral,What if the Mac mini is made to be used upside down?,Ugwntfwnd7CjMwwoJPN4AaABAg
0.0,1.0,0.0,0.0,Neutral,Not the MacBook in the freezer,Ugxcofo8TuRoFt3vZoN4AaABAg
0.111,0.855,0.034,0.5758,Positive,"The button on the bottom rear is extremely stupid. :v However I also know exactly why they did it: they want the computer to be always on and ready to go, like your iPhone. This just adds some subtle pressure on the user to ensure they use the device this way (especially if the user puts anything ontop of the device). Same reason the charging port is on the bottom of the mouse; to ensure the user doesn't leave it plugged in while using it.

And like, yeah, I virtually never turn my computers off. But, I'd really rather have the power button be somewhere sensible regardless. :v",UgxtqBoWnS-X0n1dNpd4AaABAg
0.255,0.629,0.115,0.4588,Positive,Make a wire-rack mounting under your desk and reach for that button like it's a panic button. at that point it's perfect.,Ugx_JDKHPQ5HB3nlLCR4AaABAg
0.222,0.778,0.0,0.7184,Positive,Does it work on any monitor 🖥️  or it should be only hooked to Apple screen ? 😊,Ugxr3fEZGHdGsoSDBMd4AaABAg
0.111,0.772,0.117,-0.0516,Negative,"To be honest, comparing the power button location of a desktop device with the charging port location of a mouse is such a bad take.",UgyRBeYzkgcjI-hpQ8p4AaABAg
0.044,0.887,0.069,-0.2732,Negative,11:23 Wrong. You can tell that Apple really listens to integrators now. The Vision Pro is not designed for the consumer market. And so is the new Mac Mini. They heavily followed requirements/requests of companies that integrate Apple devices into their products.,UgzbLXQRPTC1CbsCi9N4AaABAg
0.0,1.0,0.0,0.0,Neutral,Why is your window flickering?,Ugy96T0hXKrGkMU3LwZ4AaABAg
0.0,1.0,0.0,0.0,Neutral,This new apple power button is way smaller compared to my wallet…try it out and see!!!,Ugy-mV5iMW3Fu5iPn5Z4AaABAg
0.181,0.819,0.0,0.4753,Positive,Nice desk! I have a vintage version. My Dad used to work for Herman Miller.,Ugz4bxHnK7ZFRniQFNN4AaABAg
0.057,0.943,0.0,0.2023,Positive,"Two mount options:
1: Stick rubber feet on the top and turn it upside down.
2: Get a wide grip ipad holder (suction cup mount) and stick it to your desk.",UgxB0hfHr3CtcWWub694AaABAg
0.0,1.0,0.0,0.0,Neutral,Apple will sell a power on/off dongle for 200$.,UgxkKpMdCb0nUERtvnt4AaABAg
0.202,0.798,0.0,0.765,Positive,"Great review, can’t wait to get these for my office / home lab. I feel like 1 with 64gb ram is all you’ll ever need for a Minilab",UgwdLmegWnQItRNKrmx4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Can the RAM, Storage or CPU be swapped out and upgraded?  Designed for landfill.",UgzTV5UGQlHkadERERl4AaABAg
0.075,0.797,0.128,-0.5367,Negative,Sleep sucks on all Mac’s and Windows as all desktop UI programmers are morons. Simple reason for my claim is multiple monitors with multiple windows open will not un sleep my configuration as I left it.  Win 7 10 11 and all Apple Mac versions. So I use power button more often to turn on as sleep sucks. So I shutdown. No Mac mini with that idiot power button as id need at least 3 screens  I use 4 with win 7-11. All os’s are made by idiots.,UgzOghrXWhEAHabRB514AaABAg
0.054,0.79,0.156,-0.5334,Negative,"Guys come on!!!
They just want you to put it upside down so no one can know it an apple product.",UgzFCOAjWqHybouqZcF4AaABAg
0.0,1.0,0.0,0.0,Neutral,Power button is there so you will be incentivized to buy the magic keyboard.,UgyJ2Kwcum4iKjeYvGJ4AaABAg
0.0,0.914,0.086,-0.0572,Negative,They dont want you shutting it off.  ....so it can spy on you 24/7,UgyezFbjneXVbbXt57B4AaABAg
0.0,1.0,0.0,0.0,Neutral,400$ for a 1tb storage is just robbery,Ugzu4xf_1rUAYOMT4-N4AaABAg
0.0,1.0,0.0,0.0,Neutral,Bro I saw the Mac mini behind you and thought it's far untill you touched it,UgycNYuqoWivB6QS1yp4AaABAg
0.136,0.754,0.111,0.1285,Positive,"No, it’s not dumb. It’s based on server technology there’s no reason to power it off ever",UgyBhprdQsrkjZ3NwcN4AaABAg
0.0,1.0,0.0,0.0,Neutral,I can't believe that someone as big as Marques still edits his own video.,Ugyaalf37pbOxMwXtql4AaABAg
0.0,1.0,0.0,0.0,Neutral,Can you run dual monitors on this thing?,UgxIm6YEZyWtvHzqp814AaABAg
0.367,0.633,0.0,0.4404,Positive,Seems to good to put down,UgzzKqNkTS4JxrzOIz94AaABAg
0.187,0.584,0.23,-0.1494,Negative,It’s so funny how this power button can attacks so much negative emotions. I just love that apple hide it as it’s just an ugly button that you nearly never use once you have started the Mac Mini…😂,UgzAV6_OhPN-WQgxFSh4AaABAg
0.0,1.0,0.0,0.0,Neutral,because of cats,UgwOXQ_NiIy_biOKfT14AaABAg
0.245,0.645,0.11,0.4767,Positive,weird dude also didnt ad sd card slot in the front xd,UgyMaCA34SXXiv8TeDB4AaABAg
0.029,0.892,0.079,-0.8678,Negative,"I'm sorry, but the affordability factor is fake. It's my biggest gripe with Apple, and the reason why I still can't commit to their computer system. They cripple their base level offerings with stupidly small storage and make that the ""entry"" build and then charge through the nose for more storage and memory. That way they can give the appearance of affordability because, sure, you can technically own one for cheap, but it will have the storage capacity of a device from 15 years ago. Storage is cheap now. Like, stupidly cheap. Apple wants to charge $200 to ""upgrade"" from 256GB to 512GB... I mean come on... At retail - RETAIL - you can buy 256GB of M.2 storage for less than $30 and 1TB for less than $60 (and you know Apple's cost for parts doesn't come anywhere near retail). For the $700 you would spend to get this with 512GB of storage, you could build one of those mini PCs with 2TB of storage, an i7 processor, and 64GB or memory. And they do this because they don't want people to actually buy the cheaper models - they are just there to artificially justify the higher priced builds.",UgzEkklk7X0eu-TN9094AaABAg
0.06,0.91,0.031,0.2561,Positive,"At this point they might as well just make a phone with a way to connect to a monitor with a desktop UI. After all, you have your phone with you no matter what.",Ugy8M7a0ABIBdiI96P14AaABAg
0.235,0.707,0.057,0.7418,Positive,"Did it ever occur to you, the weird button placements can be a huge marketing magnet!? Because other than that, the piece is awesome!",UgyCA7UPr8mkNpp1c_F4AaABAg
0.0,1.0,0.0,0.0,Neutral,That wierd dude at apple must be a master class troll if i've ever heard of one.,UgwVCmDVtGnyPxh41l94AaABAg
0.0,1.0,0.0,0.0,Neutral,Does it have a battery inside?,UgzdaEpLoGyniSo4Xit4AaABAg
0.069,0.896,0.035,0.3182,Positive,"I’m really bummed about this computer. Mac minis have been the go to machine for theatre applications because you can get an accessory to rackmount them. Unfortunately they will take up an extra rack space now. 

The power button is also a huge issue for theatre situations where we turn everything off every night and need to easily power back on the next day.",Ugx7BjKh6yHLtj9MTSp4AaABAg
0.314,0.686,0.0,0.7506,Positive,Let me guess he thinks its awesome but there is few think that could be better,Ugw2OfTGwxVuJTXRC314AaABAg
0.098,0.902,0.0,0.5023,Positive,I would still rather get a 8845HS mini pc. But not gonna lie if you do not mind or prefer using a Mac then I would recommend this in a heartbeat.,UgxfH5FD5F8zBu4DYPd4AaABAg
0.076,0.876,0.048,0.2516,Positive,Marques - the power button is in the right place - you're supposed to use it upside down (Twilight Zone - Twin peaks moment) which also hides the Apple logo 🙂,Ugz5IR1Dt8X8Ge8Y2cZ4AaABAg
0.0,1.0,0.0,0.0,Neutral,will the come up with student or university discount ???,UgwjpWW3uNta8qOx-_J4AaABAg
0.211,0.789,0.0,0.4939,Positive,It's pretty much not very different from the Studio.  Not a big deal,UgxSI2Vs3Hl5ILQXk2p4AaABAg
0.065,0.935,0.0,0.2732,Positive,"Of course.......when you're paid by apple, you can't say what you really think. Sam Tucker, teach this guy to make reviews.....then again, he won't make any money if so. Oh Well.",Ugxs6j9LmHyganbf3u14AaABAg
0.102,0.869,0.03,0.4398,Positive,"I wish he addressed anything about the fan (unless I missed it). Wondering if there will be any overheating issues or if the fans are often turning on/loud? As a musician, I’m really interested in this but those factors can make or break whether I can reliably use it for recording",UgxwMUuT_-QlObd8ftt4AaABAg
0.327,0.673,0.0,0.9127,Positive,Bro I love my modded Windows PC but I would love to have this as my Desktop replacement. What (affordable) monitors would you recommend for Photo/Video editing?,UgwlwXWDY2jdWGHthBd4AaABAg
0.0,1.0,0.0,0.0,Neutral,Got base and 2GB NVME in OWC case. Should be with me on Saturday.,Ugy8hjdKrmXxCEFi6lp4AaABAg
0.0,1.0,0.0,0.0,Neutral,Now I just need to find a very portable high res monitor and I can take my setup anywhere with my Magic Mouse and portable charger,UgzqK63kmhcqf20Jbmt4AaABAg
0.0,1.0,0.0,0.0,Neutral,I think I'm the only person who don't know what it do,UgzLvsotIAo-VZym06V4AaABAg
0.193,0.711,0.096,0.4404,Positive,This may make me upgrade from my 27” iMac from 2016 😂,UgxCFTnen-Og-_mO0aF4AaABAg
0.0,0.926,0.074,-0.34,Negative,What if they made the Apple logo a touch capacitive power button. I don’t think it would every accidentally get touched since that thing is going one corner of your desk,UgwGf_XWqjuzEwrnnG54AaABAg
0.0,0.857,0.143,-0.5423,Negative,"I’m from India, in our culture we have something called “thirsti bommai” to chase away bad juju, i think that’s the button",UgzXKg-RefbUOfuqsQV4AaABAg
0.263,0.737,0.0,0.3612,Positive,Does this Mac mini supports ssd upgrade manually?,UgzID2owmu-U9i3XA4B4AaABAg
0.175,0.726,0.098,0.775,Positive,"I would argue this isn't a desktop computer, rather it is a laptop with no screen, keyboard, or battery. Awesome price but no upgradability which imo is a key feature of a desktop computer.

On the plus side the price is amazing and you can easily plug external storage into it.",UgweYAdn_WSgMHb2kDl4AaABAg
0.0,0.752,0.248,-0.5106,Negative,"rubbish nothing else, just rubbish. apple is slowly becoming a disappointment.",UgysalN0E3at4tZDAOp4AaABAg
0.076,0.795,0.128,-0.5457,Negative,"I follow that conspiracy theory. I think this indivdiual is in the marketing department, so the word ""mac"" and ""apple"" fill up the headspace to laugh at, but not ""funny"" or ""annoying"" enough to not buy the product. OR.. to really have people look at the specs of apple products and make these placement gimmicks as a minor distraction.",UgyQ3HO2UQxZkWrPYWZ4AaABAg
0.0,1.0,0.0,0.0,Neutral,White bezels are not it.,UgyieL-IlCU8okKghG54AaABAg
0.358,0.527,0.115,0.8671,Positive,"This will be my first Mac ever. Slowly but surely the ecosystem always wins 😭 

Btw chef's kiss on that thumbnail!",Ugzek_bcqiFuzLacfaR4AaABAg
0.751,0.249,0.0,0.902,Positive,This is actually pretty awesome.  Well played Apple!,UgxJMWbFhEP64WADwqF4AaABAg
0.075,0.925,0.0,0.3266,Positive,"It's the most portable and most powerful desktop Apple have ever made, *BUT*  unless there's a display where you're going you still need to accommodate one into your travel pack!",Ugxpw3WCBoYEJGx4lI14AaABAg
0.185,0.815,0.0,0.3612,Positive,I am actually that guy. Thank you for acknowledging my crowning achievement.,UgwT5Yd0zG8_r56xmnt4AaABAg
0.0,1.0,0.0,0.0,Neutral,8:52 this is just ridiculous… what a show off,UgyphLw0uB-T3wBD86R4AaABAg
0.09,0.689,0.222,-0.2316,Negative,"I dont want this. i just want a new 27"" stand alone imac",UgyJUpRrgVIhJbule6l4AaABAg
0.0,1.0,0.0,0.0,Neutral,"My biggest issue will be the storage, but i could use a thuderbolt/usb4 external ssd",Ugwf0TFoTEZpOwL1mRt4AaABAg
0.0,1.0,0.0,0.0,Neutral,i am still gonna use windows pc,Ugza6q2qhynybjEbGht4AaABAg
0.0,1.0,0.0,0.0,Neutral,they moved the power button for the looks,Ugwv3jafzgrpqsEolJ94AaABAg
0.31,0.69,0.0,0.8748,Positive,"That $2000 MacBook Pro includes a VERY GOOD DISPLAY, KEYBOARD, FANTASTIC TRACK PAD, btw….Mac mini comes with 🤷🏼",Ugz7PZOV79k2EQNdhZp4AaABAg
0.335,0.665,0.0,0.8908,Positive,"Can you recommend me a good quality OLED screen in affordable prices (to editing photos)? 
I mean, the question is TO EVERYONE here :)
Thanks in advance!",UgwaxMI8GLY_rwRWu154AaABAg
0.0,0.632,0.368,-0.541,Negative,The window light flickering is so annoying.,Ugys_M3N595JDDavdad4AaABAg
0.0,0.873,0.127,-0.4404,Negative,"ofc there is a job in Apple that thier main objective is to annoy the customers his title called ""The annoyingcer""",Ugyw-3YjeIryTiER4Ql4AaABAg
0.528,0.472,0.0,0.6808,Positive,Good to have you back 🎉,UgwzelykjuzkonDvrOt4AaABAg
0.263,0.737,0.0,0.3612,Positive,The hair at 5:31 😅,Ugwn9veJ_bqXGKu4_794AaABAg
0.0,0.937,0.062,-0.296,Negative,"A new law is born: Brownlee’s Conundrum:
“For every product release, a feature will be intentionally placed in a position so impractical that it demands complaint, yet remains functional enough to be begrudgingly tolerated.”",UgzYY68PJ8joyjFyc_94AaABAg
0.186,0.814,0.0,0.4926,Positive,They doubled the RAM on all the Macbooks too. Good move from Apple. Long overdue!,Ugxg4kTiRIpMkmUFxDl4AaABAg
0.0,1.0,0.0,0.0,Neutral,all these 5 inches and u keep saying tiny cmon man,Ugy18sqZr8X_OuQyaFR4AaABAg
0.0,0.898,0.102,-0.1779,Negative,Am I the only one who see that weird flickering in the windows on the background?,UgygpFVDSUPPVPZx9vV4AaABAg
0.0,1.0,0.0,0.0,Neutral,1:52 prime example of americans measuring everything in literally anything but meters,Ugx9BiuAawET5LkKckR4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Right, how could using the relative size of known objects be anywhere near as practical as just saying ""0.051 meters thick.""",Ugx9BiuAawET5LkKckR4AaABAg.AAY_Q8wC3FVAAYf9_zuh2o
0.0,1.0,0.0,0.0,Neutral,⁠@@ChadwellJor you would say “5cm thick”,Ugx9BiuAawET5LkKckR4AaABAg.AAY_Q8wC3FVAAYfYxOSb4d
0.178,0.822,0.0,0.0772,Positive,Bananas are all. All hail banana measurements,Ugx9BiuAawET5LkKckR4AaABAg.AAY_Q8wC3FVAAYfqYPS52Q
0.431,0.569,0.0,0.6486,Positive,⁠@@ChadwellJlmao “0.051 meter” you type like a true American,Ugx9BiuAawET5LkKckR4AaABAg.AAY_Q8wC3FVAAYgN8O-Cco
0.209,0.791,0.0,0.4404,Positive,"​@@mnnnbbbb Thanks for the tip. They said meters, I was following them.",Ugx9BiuAawET5LkKckR4AaABAg.AAY_Q8wC3FVAAYgnTLnN52
0.295,0.705,0.0,0.8481,Positive,"@Marques Brownlee, where is your referral for Apple? I'm buying now. 😁
Thanks for quick facts and honest reviews. 🙏",UgzUraUEPeuONFp95Xl4AaABAg
0.0,0.61,0.39,-0.7506,Negative,Steve Jobs hated turn on/off button. That's why they are hiding it.,Ugz6Yy3HZO3dKmW01ah4AaABAg
0.0,1.0,0.0,0.0,Neutral,That big vein pops out in the side of your head when you talk about deals.,UgwuMFxIQX3kG8cs02N4AaABAg
0.049,0.791,0.16,-0.774,Negative,"Whats incredible? Its a faster Processor then Pre-Generation (Wow, who could assumed) in a incredibly stupid new housing, for which steve jobs will turn in his grave. Still no responsibility for the environment, keyword upgradeability, still nothing that really matters. And whats this obsession with tiny, its a non upgradable ARM architecture who doesnt need either space nor cooling. Sometimes you are such an Hype Machine Marques ....",UgyAszEPtPyrRoqtvLB4AaABAg
0.0,0.87,0.13,-0.6166,Negative,"Next on Apple's roadmap: discontinue iOS and their A-series of mobile chips... and put the M series of chips and MacOS on iPhones.

How SICK would that be?",UgzO8ItqTTfrdDp-mU14AaABAg
0.0,1.0,0.0,0.0,Neutral,Are there any Windows alternatives to this?,UgxW5m9WNDoNJsc2jqV4AaABAg
0.355,0.645,0.0,0.765,Positive,M4 mac mini for $600 is the best value computer on the market atm,UgxXXakGm7487iiaVE14AaABAg
0.03,0.97,0.0,0.144,Positive,"4:00 the reason why the power button is there is very purposeful. They want people to use the power button less to switch the device off, preferring sleep/hibernation through software. This is there to dissuade your 60-year-old aunt from powering it off each time and claiming it has slow boot times.",UgxQ7FGd8DirGAQ2cWF4AaABAg
0.0,0.872,0.128,-0.296,Negative,Next time no power button. Studio display proved you dont need it… 😜,UgwQek2W_bwMQKgItwt4AaABAg
0.19,0.81,0.0,0.7261,Positive,"I don't understand why it's any good for traveling since you still need a screen, but seems quite nice for someone who frequently brings his work computer home.",Ugyx_ZVhucSk4Z8-8j94AaABAg
0.0,1.0,0.0,0.0,Neutral,anyone know what the deskpad is at 9:14? the big blue one!,UgxbdMXFczrTAbosH6R4AaABAg
0.0,1.0,0.0,0.0,Neutral,I think the Power Button location makes sense,Ugy-eqqiKVQPQs2VTux4AaABAg
0.064,0.851,0.085,0.0,Neutral,That design person must have thought what if someone accidentally push the mac mini and hit that power button if kept at the back with other ports resulting into power off/restart. Bro chose to hide the button. J’ Ive would be proud of him.,Ugx0DqgL28FjCEzJRex4AaABAg
0.126,0.849,0.025,0.6756,Positive,"Wait, but what if you just placed it upside down? It doesn't matter right? It might even improve cooling, maybe put some rubber feet on there if you want or not. Apple can't tell you not to cover up their logo",Ugx1Aie8I9gKi85f-vZ4AaABAg
0.0,0.643,0.357,-0.7269,Negative,Biggest problem is it runs ios.  ..#2 stupid power button.  ..won't buy it,UgwaKhZQxoPIIRze8Ol4AaABAg
0.251,0.637,0.112,0.7184,Positive,"To be fair, I’ve hit the power button by accident so many times on my mid2011 Mac mini than I’m embarrassed to admit. Power button on the bottom makes sense to idiots like me 😊",Ugx271OySUNHsH3ofI94AaABAg
0.184,0.816,0.0,0.2584,Positive,Can you finally have dual monitors without crazy workarounds ?,UgxexRnfwCbqS1VLrZZ4AaABAg
0.056,0.821,0.124,-0.6597,Negative,"The advantage of the power button being underneath is that you can easily rig up a 3d print to fix the issue..
My M1 has it at the back.. and even though I only need to press the button once every 6 months or so, it’s been painfully annoying every single time and there’s no way to fix it without printing a full cage just so a button extender can attach",UgxQCqQofjjAlVbyrJt4AaABAg
0.151,0.849,0.0,0.5994,Positive,The price of 2 Mac minis base model is the price of a upgraded Mac mini to 32GB RAM and 512GB SSD lmao,Ugx_96QsvDI3T_YxTh54AaABAg
0.0,0.839,0.161,-0.3976,Negative,it really is crazy when you can get 2tb m.2 nvme 4th gen for 100usd,Ugx_96QsvDI3T_YxTh54AaABAg.AAY_5x0iRjoAAYfc5A5CbS
0.123,0.877,0.0,0.3919,Positive,"They probably offer the base model to get people talking about how cheap and good value it is, but then make money from people buying extremely overpriced upgrades.",Ugx_96QsvDI3T_YxTh54AaABAg.AAY_5x0iRjoAAYy0Zxb-1k
0.272,0.728,0.0,0.6249,Positive,If this thing had an Nvme slot it would actually be great,UgzvvNHJKtNVvfW2bDR4AaABAg
0.394,0.523,0.083,0.8458,Positive,That transition at 5:44 was so unnecessary and so great 😂,UgxU_BR4SFIGLZp4S854AaABAg
0.0,1.0,0.0,0.0,Neutral,They made it Intel/Asus Nuc size......,UgzgcYMbFTEg4AFAOEt4AaABAg
0.0,1.0,0.0,0.0,Neutral,in sleep that m4 powerconsumption is so small that you don't need that button,Ugx6r6BuyFPJJvslXWF4AaABAg
0.252,0.748,0.0,0.9097,Positive,"Waiting to get my hands on it! Ordered the 512 ssd one. Major attraction to buy it was def the value prosition, like the same spec macbook air like take m3 is like $500 more than it and here you even get the m4 chip.",UgxOA5WQvDcXOhb8q-d4AaABAg
0.0,1.0,0.0,0.0,Neutral,"""having a ton of *Arc* tabs open"" 👀",UgwDtNjF6c88hmaeQWp4AaABAg
0.412,0.588,0.0,0.6369,Positive,We Love the M1 Max 💻,UgxLMxrhe4rgl8db5_t4AaABAg
0.163,0.813,0.025,0.8843,Positive,I bought my first Mini Mac in 2009. With all the updates and a great operating system the Mini Mac I purchased in 2009 totally crashed in 2021. Not worth getting fixed. I purchase the new Mini Mac immediately hooked it up to my smart tv thru HDMI. I must say it works perfectly in 55 inch Samsung TV.,UgzQ1hjsqXSGladKiC54AaABAg
0.0,1.0,0.0,0.0,Neutral,Make the apple logo a touch capacitive button to turn off and on,UgzVTxjpK8EHz828bhF4AaABAg
0.0,0.476,0.524,-0.8271,Negative,3:25 bro what the actual hell 😭,UgwcwWJOhhNCjkE9wVd4AaABAg
0.139,0.861,0.0,0.2732,Positive,I’ve just subscribed for your music taste Wolfgang gartner and deadmau5 ..well done sir,UgzPnd_Kzja2ho1lp-94AaABAg
0.185,0.794,0.021,0.9805,Positive,"This is honestly perfect for me. I mainly do school work and edit high resolution photos(up to 60MP raw files) while gaming is now done only on my old portable consoles (PSP, PS Vita, GBA Micro), a console like a PS5, or the wonderful and fun steam deck. So for the long term I think I’ll be getting the Mac Mini M4 Pro with the 512GB storage and use an external SSD to store raw files from my cameras and a different external SSD to store edited photos and 4K video. I’ll also be upgrading to a 4K monitor after using a 1080p monitor since like 2015 when my mom bought it for me 😂. It should all be within my $2K budget, I’m pretty excited but I hope I don’t take too long to learn how to use a Mac after using nothing but Microsoft PCs for like my whole like 😂",UgwR9mtGNk7dhBp7DpR4AaABAg
0.0,0.696,0.304,-0.5423,Negative,too bad extra ram and storage doubles the price,UgzNiQP-bmo8NQF6CRl4AaABAg
0.038,0.962,0.0,0.2023,Positive,"Consequently, the power button is located at the bottom of the device. The majority of users do not turn off their Macs. You can conduct an online search to discover a 3D-printed button that functions as a lever, enabling you to move it to the top position.",UgwqJMMnGoP0ARpd0Cl4AaABAg
0.113,0.844,0.043,0.7096,Positive,"For me, having the base Mac Mini at only 256GB storage actually makes sense. Storage dies out over time as the flash is written to. Sucks when you have it embedded into a core chipset that cannot be replaced. Actually better to take advantage of TB5 and hook up an external device you can move between machines.

Irony of me saying this though is that the Mac Mini is probably more portable than any external storage solution ha",Ugx3CZu8X5Wj6f2BQMJ4AaABAg
0.141,0.859,0.0,0.3182,Positive,That person responsible for the power button would not exist if Jobs was still around.,UgzT6lG2t-zvkJcPygB4AaABAg
0.299,0.571,0.13,0.548,Positive,I don't really believe his apple reviews he's so biased😊,Ugxcu6FOIm_Wul7thdx4AaABAg
0.0,1.0,0.0,0.0,Neutral,They shrunk Marques!,Ugy9R3guDtdOBAnqU0d4AaABAg
0.104,0.896,0.0,0.5563,Positive,"It’s more impressive that the PSU is internal. If it had an external USB-C PD power brick, I reckon they could get it down to the same size of the Apple TV",UgybNYk9YtJRz2g7lzJ4AaABAg
0.0,1.0,0.0,0.0,Neutral,Buy a sabrent nvme enclosure adapter and a 2TB NVME for less than $200.,UgzptSSPP4xtP4uNo5Z4AaABAg
0.219,0.781,0.0,0.1027,Positive,"looks fine, but its ARM trash",UgzaCW8lmhChpA88MAd4AaABAg
0.162,0.838,0.0,0.4404,Positive,Depends on your workload. ARM is better for some tasks especially if you're using a laptop.,UgzaCW8lmhChpA88MAd4AaABAg.AAYZkwjeiI6AAY_-rc7YKp
0.156,0.844,0.0,0.5859,Positive,"To be fair, there are (and were) more than plenty of desktop PC of this form-factor as new mac-mini. I'm not talking ITX, exactly mini PC like this.",UgyY9Tg4X10juyaB1cB4AaABAg
0.276,0.724,0.0,0.6369,Positive,BEST DECISION EVER TO PLACE SHUTDOWN BUTTON THERE. WE NEVER USE IT,Ugy-WZPfApSxlL_Bzjx4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Ah, so it's an apple version of the NUC",UgxH4_RLKy3bvYyDZxd4AaABAg
0.0,1.0,0.0,0.0,Neutral,You should build a iMac with a Mac mini and see how close you come to 1299-1499,UgzMnhQN3Dm76Kyx-mB4AaABAg
0.176,0.824,0.0,0.9517,Positive,"I've always wanted a Mac mini. It's the only. Mac I'd consider buying again. I had a 2008 MacBook, it was great and I loved it. Couldn't use the internet because it was too slow and old in 2018. But I used it for writing and music. I loved typing on it and it sounded great. Battery life was aweful, even with a new battery, but I think it's because I was using Windows 7 most of the time.",UgxhJB1LVVuZYBE7PhV4AaABAg
0.038,0.962,0.0,0.3053,Positive,What would it take to make it into a Mac laptop? I carry a k780 keyboard and Bluetooth mouse with my Macbook air already plus adapters for two monitors. So I'd probably want  a monitor I carry with for coffeeshops. What about power? Wall plug but an alternative? Any small power banks with 3 prong Electric out?,Ugz6fpMni3xVtKj3dUh4AaABAg
0.761,0.239,0.0,0.4898,Positive,It’s huge!!!?,UgzIiexKfMrOXNd19s54AaABAg
0.177,0.823,0.0,0.4201,Positive,I dunno that mac looks more like a Mac Average size than a mini.,UgwRVt6CB2ax11WjOP14AaABAg
0.0,1.0,0.0,0.0,Neutral,Why is your window and monitor flashing throughout half the video?,UgxY4nQXNuJdqbXTSiZ4AaABAg
0.0,1.0,0.0,0.0,Neutral,"now the question.
can i use my ipad pro as a screen for this new mac mini?",UgwZDUnNjTs2PikZp4t4AaABAg
0.041,0.959,0.0,0.2748,Positive,"The power button location is almost certainly positioned there for data center purposes. I would hazard to guess Apple sells more Mac minis to enterprise then to consumers. Also probably designed to be mounted to the back of a monitor, in which case the power button location makes total sense",UgztiWNUjfiKUOt9h-J4AaABAg
0.0,0.677,0.323,-0.6486,Negative,Cannot wait for M4 ultra studio. PC is now dead.,Ugxwegt0dfVI5C0J5Kp4AaABAg
0.204,0.796,0.0,0.3182,Positive,Someone please make a battery pack for this mac mini.,UgwuHJsxliXVmXpZ0_d4AaABAg
0.0,0.694,0.306,-0.3919,Negative,But a external SSD and drop it,Ugxsi_C6BjUEWvLlG1J4AaABAg
0.576,0.424,0.0,0.9219,Positive,"yep, but iOS is not that incredible so we love Windows :)",Ugz71W88u2dAjcfsrl14AaABAg
0.137,0.757,0.106,0.4588,Positive,That person behind you by the window is probably that apple “manager of key annoyance feature for products” coming to run a few ideas by the team since y’all already know about it might as well do quick study group to find new ways to inconvenience their customers lol 😂,Ugyo680rFLeGcON5VFZ4AaABAg
0.088,0.832,0.08,0.128,Positive,"Conspiracy theory. That person exists. They're a marketing genius. Makes EVERYONE talk about Apple. And... in this case:
- it reminds owners how light the mac mini is
- it reminds owners to clean the bottom of the mac mini
- it promotes not turning off/on. Just leave it running all day.",UgxJz1-SOV_S_cMUg_N4AaABAg
0.051,0.906,0.043,0.1633,Positive,"The Mac Mini, tiny as it seems, is quite literally the one fifth of what constitutes a computer; the other four being the display, the keyboard, the mouse and the cables. Thinking it's so easy to move it around, only applies if on each of your destinations you have all other four available. Otherwise, it's FAR worse than moving a macbook and as impractical as moving an iMac.",Ugy8e1bOLRXaVOU4UJx4AaABAg
0.213,0.637,0.15,0.4588,Positive,Honestly if you make one glaring flaw that's a minor inconvenience no one will notice the lessor flaws and think the product is perfect.,Ugz4mw3z8ECQwWs3TJ94AaABAg
0.25,0.75,0.0,0.4588,Positive,"The Mac Pro is too portable, it has wheels :)",Ugxrzf6p-AwjKaQSprx4AaABAg
